http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400930082157;3400930082157;;http://www.data.esante.gouv.fr/CIP/UCD/3400930082157;3400930082157;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400933858803;3400933858803;;http://www.data.esante.gouv.fr/CIP/UCD/3400933858803;3400933858803;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935378644;3400935378644;;http://www.data.esante.gouv.fr/CIP/UCD/3400935378644;3400935378644;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935409614;3400935409614;;http://www.data.esante.gouv.fr/CIP/UCD/3400935409614;3400935409614;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936061866;3400936061866;;http://www.data.esante.gouv.fr/CIP/UCD/3400936061866;3400936061866;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400927849978;3400927849978;;http://www.data.esante.gouv.fr/CIP/UCD/3400927849978;3400927849978;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400949500192;3400949500192;;http://www.data.esante.gouv.fr/CIP/UCD/3400949500192;3400949500192;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935337542;3400935337542;;http://www.data.esante.gouv.fr/CIP/UCD/3400935337542;3400935337542;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400930145944;3400930145944;;http://www.data.esante.gouv.fr/CIP/UCD/3400930145944;3400930145944;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939104874;3400939104874;;http://www.data.esante.gouv.fr/CIP/UCD/3400939104874;3400939104874;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936666856;3400936666856;;http://www.data.esante.gouv.fr/CIP/UCD/3400936666856;3400936666856;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400922119656;3400922119656;;http://www.data.esante.gouv.fr/CIP/UCD/3400922119656;3400922119656;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400957666460;3400957666460;;http://www.data.esante.gouv.fr/CIP/UCD/3400957666460;3400957666460;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400949500109;3400949500109;;http://www.data.esante.gouv.fr/CIP/UCD/3400949500109;3400949500109;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400955049531;3400955049531;;http://www.data.esante.gouv.fr/CIP/UCD/3400955049531;3400955049531;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936442412;3400936442412;;http://www.data.esante.gouv.fr/CIP/UCD/3400936442412;3400936442412;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400936177062;3400936177062;;http://www.data.esante.gouv.fr/CIP/UCD/3400936177062;3400936177062;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400937665995;3400937665995;;http://www.data.esante.gouv.fr/CIP/UCD/3400937665995;3400937665995;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400934544408;3400934544408;;http://www.data.esante.gouv.fr/CIP/UCD/3400934544408;3400934544408;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400955048879;3400955048879;;http://www.data.esante.gouv.fr/CIP/UCD/3400955048879;3400955048879;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400955051947;3400955051947;;http://www.data.esante.gouv.fr/CIP/UCD/3400955051947;3400955051947;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400930166772;3400930166772;;http://www.data.esante.gouv.fr/CIP/UCD/3400930166772;3400930166772;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400939104935;3400939104935;;http://www.data.esante.gouv.fr/CIP/UCD/3400939104935;3400939104935;;exactMatch;Automatique;Validé
http://www.data.esante.gouv.fr/ANSM/BDPM-core-ontology/3400935338952;3400935338952;;http://www.data.esante.gouv.fr/CIP/UCD/3400935338952;3400935338952;;exactMatch;Automatique;Validé
